DirectoryCombine.py

Well	Target_Name	003	029	157	174	197
351	hsa-miR-886-3p-4395305A	30.309	34.581	32.077	30.119	32.502
352	hsa-miR-886-5p-4395304A	28.93	28.445	29.254	28.224	28.802
353	hsa-miR-887-4395485A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
354	hsa-miR-888-4395323A	28.292	27.782	28.04	28.675	28.068
355	hsa-miR-889-4395313A	34.773	39.042	33.208	38.011	Undetermined
356	hsa-miR-890-4395320A	34.329	30.812	34.696	34.338	32.649
357	hsa-miR-891a-4395302A	31.67	29.517	31.585	31.41	30.07
358	hsa-miR-891b-4395321A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
359	hsa-miR-892a-4395306A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
360	hsa-miR-147-4373131A	30.067	30.282	30.209	31.288	30.628
361	hsa-miR-208-4373091A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
362	hsa-miR-211-4373088A	34.57	Undetermined	31.665	37.507	39.048
363	hsa-miR-212-4373087A	26.174	25.799	26.492	26.284	25.854
364	hsa-miR-219-1-3p-4395206A	34.249	31.186	31.217	31.274	32.081
365	hsa-miR-219-2-3p-4395501A	31.888	31.293	31.742	36.678	33.168
366	hsa-miR-220-4373078A	28.212	27.57	28.247	31.405	29.149
367	hsa-miR-220b-4395317A	Undetermined	Undetermined	Undetermined	38.823	Undetermined
368	hsa-miR-220c-4395322A	36.305	30.661	30.438	32.162	33.713
369	hsa-miR-298-4395301A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
370	hsa-miR-325-4373051A	30.43	29.497	28.477	28.877	34.806
371	hsa-miR-346-4373038A	33.86	31.92	34.268	35.71	35.294
372	hsa-miR-376c-4395233A	29.276	34.022	31.583	34.369	36.181
373	hsa-miR-384-4373017A	Undetermined	Undetermined	35.32	37.681	Undetermined
374	hsa-miR-412-4373199A	37.452	34.508	37.304	34.992	39.342
375	hsa-miR-448-4373206A	32.097	30.43	33.355	31.598	32.667
376	hsa-miR-492-4373217A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
377	hsa-miR-506-4373231A	33.021	29.738	31.702	32.17	29.749
378	hsa-miR-509-3-5p-4395266A	32.885	35.142	34.916	35.375	39.32
379	hsa-miR-511-4373236A	29.751	28.765	29.635	28.89	28.632
380	hsa-miR-517b-4373244A	33.102	31.976	30.661	33.191	30.766
381	hsa-miR-519c-3p-4373251A	Undetermined	34.637	36.991	38.381	Undetermined
382	hsa-miR-520b-4373252A	34.63	33.769	32.526	35.913	34.786
383	hsa-miR-520e-4373255A	Undetermined	Undetermined	34.958	Undetermined	Undetermined
384	hsa-miR-520f-4373256A	28.491	30.778	28.959	29.708	29.73
385	hsa-miR-30a*-4373062A	20.962	19.692	20.651	21.555	21.276
386	hsa-miR-30e*-4373057A	20.511	19.793	20.198	21.486	20.368
387	hsa-miR-34b*-4373037A	27.562	27.879	26.377	26.044	25.909
388	hsa-miR-126*-4373269A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
389	hsa-miR-154*-4378065A	27.521	26.624	Undetermined	27.831	Undetermined
390	hsa-miR-182*-4378066A	27.732	27.153	26.531	27.604	27.368
391	hsa-miR-181a*-4373086A	24.888	29.354	25.21	26.339	26.718
392	hsa-miR-302c*-4373277A	Undetermined	Undetermined	Undetermined	35.347	28.513
393	hsa-miR-373*-4373279A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
394	hsa-miR-378*-4373024A	24.213	25.023	21.256	24.763	24.391
395	MammU6-43954701A	23.562	23.769	19.978	19.314	22.668
396	MammU6-43954702A	23.219	23.594	20.351	19.08	22.549
397	hsa-miR-380*-4373021A	22.573	22.338	22.616	22.486	22.314
398	hsa-miR-200a*-4373273A	26.778	27.355	26.464	27.054	28.081
399	hsa-miR-432*-4378076A	33.367	32.94	30.435	Undetermined	36.005
400	hsa-miR-493*-4373218A	33.048	Undetermined	Undetermined	Undetermined	Undetermined
401	hsa-miR-500*-4373225A	36.094	32.299	29.625	Undetermined	33.668
402	hsa-miR-488*-4373213A	22.9	23.074	21.736	24.175	22.722
403	hsa-miR-517*-4378078A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
404	hsa-miR-518c*-4378082A	33.464	35.263	36.324	32.076	Undetermined
405	hsa-miR-519e*-4378084A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
406	hsa-let-7d*-4378108A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
407	hsa-miR-363*-4380917A	30.802	33.104	31.194	32.076	30.548
408	hsa-miR-7-1*-4381118A	29.384	30.118	27.912	32.021	29.863
409	hsa-miR-589*-4380953A	23.739	24.273	24.242	24.698	24.466
410	hsa-miR-550*-4380954A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
411	hsa-miR-593*-4380957A	24.014	23.272	23.507	23.789	24.008
412	hsa-miR-624*-4380964A	26.86	30.585	24.154	29.551	26.634
413	hsa-miR-629*-4380969A	28.112	28.349	26.886	28.311	27.841
414	hsa-miR-616*-4380992A	28.225	28.946	26.823	28.789	29.554
415	hsa-miR-29c*-4381131A	34.726	34.95	33.263	Undetermined	35.744
416	hsa-miR-454*-4395185A	33.013	34.629	32.615	34.975	36.297
417	hsa-miR-505*-4395198A	28.449	29.611	27.663	29.221	28.479
418	hsa-miR-221*-4395207A	35.495	Undetermined	31.696	Undetermined	Undetermined
419	MammU6-43954703A	23.508	23.533	20.274	19.126	22.647
420	MammU6-43954704A	23.351	23.482	20.067	19.213	22.495
421	hsa-miR-222*-4395208A	25.203	25.242	23.985	26.458	25.826
422	hsa-miR-223*-4395209A	23.042	23.25	22.421	23.604	23.793
423	hsa-miR-136*-4395211A	28.83	28.979	28.633	29.962	28.94
424	hsa-miR-185*-4395215A	30.354	30.936	29.563	30.456	29.241
425	hsa-miR-186*-4395216A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
426	hsa-miR-195*-4395218A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
427	hsa-miR-30c-1*-4395219A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
428	hsa-miR-30c-2*-4395221A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
429	hsa-miR-32*-4395222A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
430	hsa-miR-130b*-4395225A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
431	hsa-miR-26a-2*-4395226A	29.021	31.524	Undetermined	28.754	29.099
432	hsa-let-7g*-4395229A	Undetermined	Undetermined	34.68	33.529	Undetermined
433	hsa-miR-302b*-4395230A	28.109	27.647	26.275	29.561	27.341
434	hsa-miR-302d*-4395231A	28.04	28.502	24.537	29.238	29.941
435	hsa-miR-367*-4395232A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
436	hsa-miR-374a*-4395236A	Undetermined	30.093	32.918	Undetermined	Undetermined
437	hsa-miR-23b*-4395237A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
438	hsa-miR-376a*-4395238A	Undetermined	35.606	35.422	36.219	Undetermined
439	hsa-miR-377*-4395239A	Undetermined	34.794	31.682	Undetermined	34.535
440	hsa-miR-30b*-4395240A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
441	hsa-miR-122*-4395241A	35.423	Undetermined	33.923	35.969	34.749
442	hsa-miR-130a*-4395242A	32.656	34.083	34.399	32.863	32.599
443	RNU48-4373383A	Undetermined	25.39	25.285	29.134	26.904
444	RNU48-4373383A	Undetermined	25.39	25.285	29.134	26.904
445	hsa-miR-132*-4395243A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
446	hsa-miR-379*-4395244A	31.646	32.69	29.524	30.362	31.712
447	hsa-miR-148a*-4395245A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
448	hsa-miR-33a*-4395247A	26.695	26.335	26.108	28.696	26.591
449	hsa-miR-92a-1*-4395248A	27.6	27.967	27.997	28.061	28.137
450	hsa-miR-92a-2*-4395249A	35.806	31.93	Undetermined	31.012	32.148
451	hsa-miR-93*-4395250A	25.619	25.475	25.756	26.542	26.788
452	hsa-miR-96*-4395251A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
453	hsa-miR-99a*-4395252A	27.111	28.429	27.24	26.206	26.785
454	hsa-miR-100*-4395253A	Undetermined	Undetermined	35.773	Undetermined	36.296
455	hsa-miR-101*-4395254A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
456	hsa-miR-138-2*-4395255A	28.87	31.72	28.386	Undetermined	29.388
457	hsa-miR-141*-4395256A	33.601	32.387	32.419	34.853	36.129
458	hsa-miR-143*-4395257A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
459	hsa-miR-144*-4395259A	29.564	31.328	29.437	30.422	31.475
460	hsa-miR-145*-4395260A	26.987	27.682	26.617	28.386	26.994
461	hsa-miR-125b-2*-4395269A	Undetermined	Undetermined	33.357	Undetermined	Undetermined
462	hsa-miR-135b*-4395270A	20.991	20.632	19.636	22.326	20.678
463	hsa-miR-148b*-4395271A	33.446	34.89	32.893	33.765	33.443
464	hsa-miR-138-1*-4395273A	21.709	21.219	20.86	21.675	21.204
465	hsa-miR-146a*-4395274A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
466	hsa-miR-149*-4395275A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
467	RNU48-4373383A	Undetermined	25.39	25.285	29.134	26.904
468	RNU48-4373383A	Undetermined	25.39	25.285	29.134	26.904
469	hsa-miR-29b-1*-4395276A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
470	hsa-miR-29b-2*-4395277A	29.638	33.747	29.708	35.343	Undetermined
471	hsa-miR-105*-4395279A	30.643	31.612	30.399	32.982	31.489
472	hsa-miR-106a*-4395281A	31.336	33.17	Undetermined	Undetermined	Undetermined
473	hsa-miR-16-2*-4395282A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
474	hsa-let-7i*-4395283A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
475	hsa-miR-15b*-4395284A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
476	hsa-miR-27b*-4395285A	29.688	30.666	29.048	29.794	Undetermined
477	hsa-miR-335*-4395296A	Undetermined	Undetermined	Undetermined	Undetermined	34.196
478	hsa-miR-99b*-4395307A	25.824	24.761	25.089	27.879	25.824
479	hsa-miR-124*-4395308A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
480	hsa-miR-541*-4395311A	35.383	Undetermined	32.992	Undetermined	35.498
481	hsa-miR-888*-4395324A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
482	hsa-miR-9*-4395342A	22.46	25.824	21.574	22.723	24.073
483	hsa-miR-135a*-4395343A	16.69	16.388	15.739	16.548	16.175
484	hsa-miR-411*-4395349A	24.597	24.325	24.846	25.336	24.587
485	hsa-miR-340*-4395370A	23.248	23.481	23.135	23.733	22.852
486	hsa-miR-545*-4395377A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
487	hsa-miR-183*-4395381A	24.677	23.568	23.8	24.206	24.36
488	hsa-miR-192*-4395383A	26.67	26.801	26.686	26.95	27.42
489	hsa-miR-200b*-4395385A	25.61	25.964	26.431	27.187	26.475
490	hsa-miR-200c*-4395397A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
491	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
492	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
493	hsa-miR-155*-4395398A	29.17	31.435	32.469	31.256	34.727
494	hsa-miR-10a*-4395399A	Undetermined	31.227	Undetermined	Undetermined	32.339
495	hsa-miR-214*-4395404A	30.198	31.036	29.901	30.936	30.189
496	hsa-miR-218-2*-4395405A	27.067	27.777	26.453	26.604	28.609
497	hsa-miR-22*-4395412A	30.142	30.22	28.419	35.586	30.148
498	hsa-miR-425*-4395413A	28.979	27.786	27.75	28.059	27.925
499	hsa-miR-30d*-4395416A	24.391	24.916	24.021	24.934	24.839
500	hsa-let-7a*-4395418A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
501	hsa-miR-424*-4395420A	29.044	33.302	29.203	32.674	28.826
502	hsa-miR-18b*-4395421A	36.046	36.123	32.951	Undetermined	Undetermined
503	hsa-miR-20b*-4395422A	31.452	35.072	33.409	30.519	35.757
504	hsa-miR-431*-4395423A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
505	hsa-miR-7-2*-4395425A	26.149	25.315	25.165	25.245	24.513
506	hsa-miR-10b*-4395426A	23.617	23.389	22.792	24.82	24.249
507	hsa-miR-34a*-4395427A	23.557	22.718	22.63	23.422	22.638
508	hsa-miR-181a-2*-4395428A	23.305	23.563	23.453	24.978	23.618
509	hsa-miR-744*-4395436A	28.08	28.262	28.299	30.508	28.765
510	hsa-miR-452*-4395441A	26.438	26.501	27.234	26.717	26.475
511	hsa-miR-181c*-4395444A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
512	hsa-miR-708*-4395453A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
513	hsa-miR-92b*-4395454A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
514	hsa-miR-551b*-4395457A	24.126	24.003	24.098	24.731	25.897
515	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
516	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
517	hsa-miR-202*-4395473A	Undetermined	34.037	Undetermined	Undetermined	Undetermined
518	hsa-miR-193b*-4395477A	34.486	Undetermined	36.278	Undetermined	Undetermined
519	hsa-miR-497*-4395479A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
520	hsa-miR-518e*-4395482A	Undetermined	33.129	Undetermined	30.685	34.169
521	hsa-miR-125b-1*-4395489A	30.455	30.982	28.902	32.275	32.557
522	hsa-miR-194*-4395490A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
523	hsa-miR-106b*-4395491A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
524	hsa-miR-302a*-4395492A	26.949	27.205	26.611	27.375	27.523
525	hsa-miR-526b*-4395494A	24.147	24.307	23.497	24.627	23.895
526	hsa-miR-518f*-4395498A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
527	hsa-miR-374b*-4395502A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
528	hsa-let-7b*-4395515A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
529	hsa-let-7e*-4395518A	31.495	33.481	32.306	Undetermined	32.396
530	hsa-let-7f-1*-4395528A	36.067	33.779	34.077	32.172	34.537
531	hsa-let-7f-2*-4395529A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
532	hsa-miR-15a*-4395530A	28.019	27.12	27.241	27.476	27.884
533	hsa-miR-16-1*-4395531A	29.026	29.027	27.828	29.786	27.693
534	hsa-miR-17*-4395532A	32.56	33.456	Undetermined	35.773	Undetermined
535	hsa-miR-18a*-4395534A	30.157	Undetermined	Undetermined	Undetermined	Undetermined
536	hsa-miR-19a*-4395535A	28.845	30.555	31.557	32.408	Undetermined
537	hsa-miR-19b-1*-4395536A	31.059	31.286	31.149	31.26	30.808
538	hsa-miR-19b-2*-4395537A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
539	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
540	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
541	hsa-miR-625*-4395543A	32.052	29.031	31.661	29.657	34.226
542	hsa-miR-20a*-4395548A	28.587	29.935	28.455	30.968	31.685
543	hsa-miR-21*-4395549A	Undetermined	Undetermined	35.504	Undetermined	Undetermined
544	hsa-miR-23a*-4395550A	27.832	28.574	29.536	33.237	34.783
545	hsa-miR-24-1*-4395551A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
546	hsa-miR-25*-4395553A	28.798	28.671	27.488	28.957	28.296
547	hsa-miR-26a-1*-4395554A	30.865	32.525	30.758	31.012	31.657
548	hsa-miR-26b*-4395555A	32.809	30.843	31.561	36.621	36.512
549	hsa-miR-27a*-4395556A	24.417	23.752	23.947	24.984	23.999
550	hsa-miR-29a*-4395558A	27.502	29.702	24.972	29.838	27.789
551	hsa-miR-944-4395300A	26.827	27.203	26.635	27.743	25.904
552	hsa-miR-943-4395299A	27.467	28.084	26.798	27.898	27.293
553	hsa-miR-942-4395298A	24.523	23.58	23.134	25.105	24.012
554	hsa-miR-941-4395294A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
555	hsa-miR-939-4395293A	Undetermined	Undetermined	34.836	Undetermined	Undetermined
556	hsa-miR-938-4395292A	27.602	29.687	32.842	34.8	35.34
557	hsa-miR-937-4395291A	Undetermined	34.068	32.828	35.352	32.461
558	hsa-miR-936-4395290A	26.24	25.607	25.329	26.188	24.978
559	hsa-miR-892b-4395325A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
560	hsa-miR-877-4395402A	22.462	20.991	21.586	21.169	21.186
561	hsa-miR-875-5p-4395314A	35.882	36.278	34.76	33.119	Undetermined
562	hsa-miR-770-5p-4395189A	30.201	32.83	22.242	30.518	32.531
563	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
564	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
565	hsa-miR-760-4395439A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
566	hsa-miR-661-4381009A	35.527	36.272	Undetermined	Undetermined	34.028
567	hsa-miR-659-4380924A	Undetermined	Undetermined	Undetermined	36.083	Undetermined
568	hsa-miR-643-4380997A	Undetermined	Undetermined	32.488	35.757	Undetermined
569	hsa-miR-638-4380986A	25.57	27.058	24.04	25.765	24.362
570	hsa-miR-632-4380977A	26.709	25.774	25.937	25.024	25.52
571	hsa-miR-630-4380970A	35.058	28.168	29.209	28.17	29.802
572	hsa-miR-619-4380998A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
573	hsa-miR-617-4380994A	28.943	29.679	28.452	29.071	28.643
574	hsa-miR-612-4380983A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
575	hsa-miR-610-4380980A	24.412	23.211	23.81	22.225	22.91
576	hsa-miR-603-4380972A	Undetermined	Undetermined	Undetermined	Undetermined	29.637
577	hsa-miR-601-4380965A	21.033	20.933	19.535	21.134	21.089
578	hsa-miR-595-4395178A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
579	hsa-miR-593-4395522A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
580	hsa-miR-592-4380956A	30.692	35.237	31.064	32.492	33.47
581	hsa-miR-587-4380950A	26.041	27.57	25.184	31.657	27.035
582	hsa-miR-586-4380949A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
583	hsa-miR-585-4381027A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
584	hsa-miR-583-4381025A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
585	hsa-miR-575-4381020A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
586	hsa-miR-573-4381018A	19.274	22.888	18.649	23.98	24.512
587	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
588	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
589	RNU6B-43733815A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
590	RNU6B-43733816A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
591	hsa-miR-569-4380946A	25.945	26.5	24.487	25.601	24.984
592	hsa-miR-567-4380944A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
593	hsa-miR-565-4380942A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
594	hsa-miR-564-4380941A	24.319	24.507	24.141	23.696	24.135
595	hsa-miR-563-4380940A	28.978	30.624	34.047	27.896	26.935
596	hsa-miR-558-4380936A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
597	hsa-miR-557-4380935A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
598	hsa-miR-555-4380933A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
599	hsa-miR-554-4380932A	30.654	31.515	27.851	32.715	31.173
600	hsa-miR-553-4380931A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
601	hsa-miR-552-4380930A	Undetermined	Undetermined	34.634	Undetermined	Undetermined
602	hsa-miR-551a-4380929A	Undetermined	Undetermined	34.571	Undetermined	Undetermined
603	hsa-miR-550-4395521A	29.199	30.454	28.759	31.034	29.711
604	hsa-miR-549-4380921A	29.497	Undetermined	34.625	Undetermined	Undetermined
605	hsa-miR-543-4395487A	Undetermined	Undetermined	34.123	Undetermined	Undetermined
606	hsa-miR-520h-4373258A	29.101	29.993	27.576	31.178	29.655
607	hsa-miR-520c-3p-4395511A	28.153	27.971	26.927	28.684	29.496
608	hsa-miR-516a-3p-4373183A	29.107	29.036	29.012	28.709	28.968
609	hsa-miR-513-3p-4395202A	10.063	8.764	8.319	9.785	9.741
610	hsa-miR-509-3p-4395347A	25.8	26.128	26.575	24.906	25.916
611	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
612	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
613	RNU6B-43733817A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
614	RNU6B-43733818A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
615	ath-miR159a-4373390A	15.631	17.271	13.144	16.3	17.295
616	hsa-miR-498-4373223A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
617	hsa-miR-378-4395354A	33.811	35.22	36.318	34.56	Undetermined
618	hsa-miR-337-3p-4395268A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
619	hsa-miR-30e-4395334A	30.168	27.309	30.002	31.492	31.913
620	hsa-miR-30a-4373061A	19.776	17.609	19.069	19.985	Undetermined
621	hsa-miR-206-4373092A	18.147	23.084	23.206	22.291	23.1
622	hsa-miR-190b-4395374A	Undetermined	Undetermined	34.931	Undetermined	Undetermined
623	hsa-miR-188-5p-4395431A	21.692	21.787	20.706	20.408	21.844
624	hsa-miR-151-3p-4395365A	Undetermined	Undetermined	35.181	34.493	Undetermined
625	hsa-miR-935-4395289A	Undetermined	Undetermined	32.229	Undetermined	Undetermined
626	hsa-miR-934-4395288A	33.677	Undetermined	Undetermined	Undetermined	Undetermined
627	hsa-miR-933-4395287A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
628	hsa-miR-924-4395265A	28.743	26.28	28.022	31.788	32.196
629	hsa-miR-923-4395264A	21.457	22.119	21.17	21.469	22.349
630	hsa-miR-922-4395263A	26.947	28.272	26.964	27.941	27.122
631	hsa-miR-921-4395262A	30.681	28.441	30.473	33.25	35.015
632	hsa-miR-920-4395261A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
633	hsa-miR-801-4395183A	25.18	26.541	26.896	29.154	31.135
634	hsa-miR-769-5p-4395186A	29.933	29.439	29.742	29.715	30.107
635	hsa-miR-769-3p-4395190A	Undetermined	34.902	Undetermined	Undetermined	Undetermined
636	hsa-miR-768-3p-4395188A	25.621	25.88	24.322	25.357	25.661
637	hsa-miR-767-5p-4395182A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
638	hsa-miR-767-3p-4395184A	35.008	Undetermined	Undetermined	Undetermined	Undetermined
639	hsa-miR-766-4395177A	23.041	23.108	22.503	22.938	23.07
640	hsa-miR-7-4378130A	Undetermined	Undetermined	31.04	30.602	34.331
641	hsa-miR-675-4395192A	Undetermined	Undetermined	32.893	Undetermined	Undetermined
642	hsa-miR-668-4395181A	25.581	24.887	24.315	25.545	25.558
643	hsa-miR-662-4381010A	23.653	23.841	22.232	23.985	22.953
644	hsa-miR-658-4380923A	Undetermined	Undetermined	35.974	Undetermined	34.466
645	hsa-miR-657-4380922A	25.685	25.331	24.764	26.619	27.046
646	hsa-miR-656-4380920A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
647	hsa-miR-650-4381006A	27.427	28.503	27.92	28.547	29.079
648	hsa-miR-649-4381005A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
649	hsa-miR-935-4395289A	Undetermined	Undetermined	32.229	Undetermined	Undetermined
650	hsa-miR-934-4395288A	33.677	Undetermined	Undetermined	Undetermined	Undetermined
651	hsa-miR-933-4395287A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
652	hsa-miR-924-4395265A	28.743	26.28	28.022	31.788	32.196
653	hsa-miR-923-4395264A	21.457	22.119	21.17	21.469	22.349
654	hsa-miR-922-4395263A	26.947	28.272	26.964	27.941	27.122
655	hsa-miR-921-4395262A	30.681	28.441	30.473	33.25	35.015
656	hsa-miR-920-4395261A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
657	hsa-miR-801-4395183A	25.18	26.541	26.896	29.154	31.135
658	hsa-miR-769-5p-4395186A	29.933	29.439	29.742	29.715	30.107
659	hsa-miR-769-3p-4395190A	Undetermined	34.902	Undetermined	Undetermined	Undetermined
660	hsa-miR-768-3p-4395188A	25.621	25.88	24.322	25.357	25.661
661	hsa-miR-767-5p-4395182A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
662	hsa-miR-767-3p-4395184A	35.008	Undetermined	Undetermined	Undetermined	Undetermined
663	hsa-miR-766-4395177A	23.041	23.108	22.503	22.938	23.07
664	hsa-miR-7-4378130A	Undetermined	Undetermined	31.04	30.602	34.331
665	hsa-miR-675-4395192A	Undetermined	Undetermined	32.893	Undetermined	Undetermined
666	hsa-miR-668-4395181A	25.581	24.887	24.315	25.545	25.558
667	hsa-miR-662-4381010A	23.653	23.841	22.232	23.985	22.953
668	hsa-miR-658-4380923A	Undetermined	Undetermined	35.974	Undetermined	34.466
669	hsa-miR-657-4380922A	25.685	25.331	24.764	26.619	27.046
670	hsa-miR-656-4380920A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
671	hsa-miR-650-4381006A	27.427	28.503	27.92	28.547	29.079
672	hsa-miR-649-4381005A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
673	hsa-miR-648-4381004A	34.279	Undetermined	31.096	34.17	Undetermined
674	hsa-miR-647-4381003A	Undetermined	36.377	Undetermined	Undetermined	Undetermined
675	hsa-miR-646-4381002A	24.816	24.999	23.227	Undetermined	24.609
676	hsa-miR-645-4381000A	25.814	26.314	20.877	26.156	24.917
677	hsa-miR-644-4380999A	30.281	30.966	34.451	29.703	30.178
678	hsa-miR-641-4380988A	31.567	Undetermined	31.163	32.05	35.484
679	hsa-miR-640-4386743A	26.758	27.25	26.805	30.019	27.725
680	hsa-miR-639-4380987A	32.331	36.507	33.489	32.654	Undetermined
681	hsa-miR-637-4380985A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
682	hsa-miR-635-4380982A	27.595	29.048	29.463	27.278	Undetermined
683	hsa-miR-634-4380981A	34.029	33.129	29.314	32.551	36.197
684	hsa-miR-633-4380979A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
685	hsa-miR-631-4380971A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
686	hsa-miR-628-3p-4395545A	31.988	30.246	32.008	33.363	31.969
687	hsa-miR-626-4380966A	32.194	Undetermined	31.369	31.314	35.179
688	hsa-miR-623-4386740A	30.31	29.101	28.946	28.728	29.462
689	hsa-miR-622-4380961A	28.969	27.601	28.13	30.618	27.886
690	hsa-miR-621-4381001A	27.758	28.006	31.459	30.614	31.769
691	hsa-miR-614-4380990A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
