DirectoryCombine.py

Well	Target_Name	003	029	157	174	197
337	hsa-miR-672-4395438A	7.93	2.831	4.517	4.362	5.838
338	hsa-miR-674-4395193A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
339	hsa-miR-708-4395452A	-1.675	-1.262	-1.312	-1.491	-1.719
340	hsa-miR-744-4395435A	4.813	4.572	3.755	3.347	4.337
341	hsa-miR-758-4395180A	1.357	-3.164	4.012	-3.192	-4.385
342	hsa-miR-871-4395465A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
343	hsa-miR-872-4395375A	1.78	1.488	2.016	0.747	2.352
344	hsa-miR-873-4395467A	Undetermined	6.88	Undetermined	Undetermined	8.405
345	hsa-miR-874-4395379A	Undetermined	10.503	Undetermined	Undetermined	Undetermined
346	hsa-miR-875-3p-4395315A	1.863	0.938	0.169	1.438	1.577
347	hsa-miR-876-3p-4395336A	Undetermined	Undetermined	4.797	6.077	Undetermined
348	hsa-miR-876-5p-4395316A	Undetermined	5.922	7.499	8.187	Undetermined
349	hsa-miR-885-3p-4395483A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
350	hsa-miR-885-5p-4395407A	-2.177	-2.386	-3.889	-3.701	-2.319
351	hsa-miR-886-3p-4395305A	1.227	5.454	3.063	0.88	3.176
352	hsa-miR-886-5p-4395304A	-0.152	-0.682	0.24	-1.015	-0.524
353	hsa-miR-887-4395485A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
354	hsa-miR-888-4395323A	-0.79	-1.345	-0.974	-0.564	-1.258
355	hsa-miR-889-4395313A	5.691	9.915	4.194	8.772	Undetermined
356	hsa-miR-890-4395320A	5.247	1.685	5.682	5.099	3.323
357	hsa-miR-891a-4395302A	2.588	0.39	2.571	2.171	0.744
358	hsa-miR-891b-4395321A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
359	hsa-miR-892a-4395306A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
360	hsa-miR-147-4373131A	0.985	1.155	1.195	2.049	1.302
361	hsa-miR-208-4373091A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
362	hsa-miR-211-4373088A	5.488	Undetermined	2.651	8.268	9.722
363	hsa-miR-212-4373087A	-2.908	-3.328	-2.522	-2.955	-3.472
364	hsa-miR-219-1-3p-4395206A	5.167	2.059	2.203	2.035	2.755
365	hsa-miR-219-2-3p-4395501A	2.806	2.166	2.728	7.439	3.842
366	hsa-miR-220-4373078A	-0.87	-1.557	-0.767	2.166	-0.177
367	hsa-miR-220b-4395317A	Undetermined	Undetermined	Undetermined	9.584	Undetermined
368	hsa-miR-220c-4395322A	7.223	1.534	1.424	2.923	4.387
369	hsa-miR-298-4395301A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
370	hsa-miR-325-4373051A	1.348	0.37	-0.537	-0.362	5.48
371	hsa-miR-346-4373038A	4.778	2.793	5.254	6.471	5.968
372	hsa-miR-376c-4395233A	0.194	4.895	2.569	5.13	6.855
373	hsa-miR-384-4373017A	Undetermined	Undetermined	6.306	8.442	Undetermined
374	hsa-miR-412-4373199A	8.37	5.381	8.29	5.753	10.016
375	hsa-miR-448-4373206A	3.015	1.303	4.341	2.359	3.341
376	hsa-miR-492-4373217A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
377	hsa-miR-506-4373231A	3.939	0.611	2.688	2.931	0.423
378	hsa-miR-509-3-5p-4395266A	3.803	6.015	5.902	6.136	9.994
379	hsa-miR-511-4373236A	0.669	-0.362	0.621	-0.349	-0.694
380	hsa-miR-517b-4373244A	4.02	2.849	1.647	3.952	1.44
381	hsa-miR-519c-3p-4373251A	Undetermined	5.51	7.977	9.142	Undetermined
382	hsa-miR-520b-4373252A	5.548	4.642	3.512	6.674	5.46
383	hsa-miR-520e-4373255A	Undetermined	Undetermined	5.944	Undetermined	Undetermined
384	hsa-miR-520f-4373256A	-0.591	1.651	-0.055	0.469	0.404
385	hsa-miR-30a*-4373062A	-8.12	-9.435	-8.363	-7.684	-8.049
386	hsa-miR-30e*-4373057A	-8.571	-9.334	-8.816	-7.753	-8.957
387	hsa-miR-34b*-4373037A	-1.52	-1.248	-2.637	-3.195	-3.416
388	hsa-miR-126*-4373269A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
389	hsa-miR-154*-4378065A	-1.561	-2.503	Undetermined	-1.408	Undetermined
390	hsa-miR-182*-4378066A	-1.35	-1.974	-2.483	-1.635	-1.957
391	hsa-miR-181a*-4373086A	-4.194	0.227	-3.804	-2.9	-2.607
392	hsa-miR-302c*-4373277A	Undetermined	Undetermined	Undetermined	6.108	-0.812
393	hsa-miR-373*-4373279A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
394	hsa-miR-378*-4373024A	-4.869	-4.104	-7.758	-4.476	-4.934
395	MammU6-43954701A	-5.612	-0.211	-3.477	-6.624	-2.418
396	MammU6-43954702A	-5.636	-0.332	-3.304	-6.829	-2.44
397	hsa-miR-380*-4373021A	-6.509	-6.789	-6.398	-6.753	-7.011
398	hsa-miR-200a*-4373273A	-2.304	-1.772	-2.55	-2.185	-1.244
399	hsa-miR-432*-4378076A	4.285	3.813	1.421	Undetermined	6.68
400	hsa-miR-493*-4373218A	3.966	Undetermined	Undetermined	Undetermined	Undetermined
401	hsa-miR-500*-4373225A	7.012	3.172	0.611	Undetermined	4.343
402	hsa-miR-488*-4373213A	-6.182	-6.053	-7.278	-5.064	-6.603
403	hsa-miR-517*-4378078A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
404	hsa-miR-518c*-4378082A	4.382	6.136	7.31	2.837	Undetermined
405	hsa-miR-519e*-4378084A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
406	hsa-let-7d*-4378108A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
407	hsa-miR-363*-4380917A	1.72	3.977	2.18	2.837	1.223
408	hsa-miR-7-1*-4381118A	0.302	0.991	-1.102	2.782	0.538
409	hsa-miR-589*-4380953A	-5.343	-4.854	-4.772	-4.541	-4.859
410	hsa-miR-550*-4380954A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
411	hsa-miR-593*-4380957A	-5.068	-5.855	-5.507	-5.45	-5.317
412	hsa-miR-624*-4380964A	-2.222	1.458	-4.86	0.312	-2.691
413	hsa-miR-629*-4380969A	-0.97	-0.778	-2.128	-0.928	-1.484
414	hsa-miR-616*-4380992A	-0.857	-0.181	-2.191	-0.45	0.229
415	hsa-miR-29c*-4381131A	5.644	5.823	4.249	Undetermined	6.419
416	hsa-miR-454*-4395185A	3.931	5.502	3.601	5.736	6.972
417	hsa-miR-505*-4395198A	-0.633	0.484	-1.351	-0.018	-0.846
418	hsa-miR-221*-4395207A	6.413	Undetermined	2.682	Undetermined	Undetermined
419	MammU6-43954703A	-5.715	-0.306	-3.34	-6.551	-2.366
420	MammU6-43954704A	-5.724	-0.153	-3.439	-6.299	-2.341
421	hsa-miR-222*-4395208A	-3.879	-3.885	-5.029	-2.781	-3.499
422	hsa-miR-223*-4395209A	-6.04	-5.877	-6.593	-5.635	-5.532
423	hsa-miR-136*-4395211A	-0.252	-0.148	-0.381	0.723	-0.385
424	hsa-miR-185*-4395215A	1.272	1.809	0.549	1.217	-0.084
425	hsa-miR-186*-4395216A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
426	hsa-miR-195*-4395218A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
427	hsa-miR-30c-1*-4395219A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
428	hsa-miR-30c-2*-4395221A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
429	hsa-miR-32*-4395222A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
430	hsa-miR-130b*-4395225A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
431	hsa-miR-26a-2*-4395226A	-0.061	2.397	Undetermined	-0.485	-0.226
432	hsa-let-7g*-4395229A	Undetermined	Undetermined	5.666	4.29	Undetermined
433	hsa-miR-302b*-4395230A	-0.973	-1.48	-2.739	0.322	-1.984
434	hsa-miR-302d*-4395231A	-1.042	-0.625	-4.477	-0.001	0.616
435	hsa-miR-367*-4395232A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
436	hsa-miR-374a*-4395236A	Undetermined	0.966	3.904	Undetermined	Undetermined
437	hsa-miR-23b*-4395237A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
438	hsa-miR-376a*-4395238A	Undetermined	6.479	6.408	6.98	Undetermined
439	hsa-miR-377*-4395239A	Undetermined	5.667	2.668	Undetermined	5.21
440	hsa-miR-30b*-4395240A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
441	hsa-miR-122*-4395241A	6.341	Undetermined	4.909	6.73	5.424
442	hsa-miR-130a*-4395242A	3.574	4.956	5.385	3.624	3.274
443	RNU48-4373383A	-0.137	Undetermined	7.321	1.909	Undetermined
444	RNU48-4373383A	-0.137	Undetermined	7.321	1.909	Undetermined
445	hsa-miR-132*-4395243A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
446	hsa-miR-379*-4395244A	2.564	3.563	0.51	1.123	2.387
447	hsa-miR-148a*-4395245A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
448	hsa-miR-33a*-4395247A	-2.387	-2.792	-2.906	-0.543	-2.734
449	hsa-miR-92a-1*-4395248A	-1.482	-1.16	-1.017	-1.178	-1.188
450	hsa-miR-92a-2*-4395249A	6.724	2.803	Undetermined	1.773	2.823
451	hsa-miR-93*-4395250A	-3.463	-3.652	-3.258	-2.697	-2.537
452	hsa-miR-96*-4395251A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
453	hsa-miR-99a*-4395252A	-1.971	-0.698	-1.774	-3.033	-2.54
454	hsa-miR-100*-4395253A	Undetermined	Undetermined	6.759	Undetermined	6.971
455	hsa-miR-101*-4395254A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
456	hsa-miR-138-2*-4395255A	-0.212	2.593	-0.628	Undetermined	0.063
457	hsa-miR-141*-4395256A	4.519	3.26	3.405	5.614	6.804
458	hsa-miR-143*-4395257A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
459	hsa-miR-144*-4395259A	0.482	2.201	0.423	1.183	2.15
460	hsa-miR-145*-4395260A	-2.095	-1.445	-2.397	-0.853	-2.331
461	hsa-miR-125b-2*-4395269A	Undetermined	Undetermined	4.343	Undetermined	Undetermined
462	hsa-miR-135b*-4395270A	-8.091	-8.495	-9.378	-6.913	-8.647
463	hsa-miR-148b*-4395271A	4.364	5.763	3.879	4.526	4.118
464	hsa-miR-138-1*-4395273A	-7.373	-7.908	-8.154	-7.564	-8.121
465	hsa-miR-146a*-4395274A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
466	hsa-miR-149*-4395275A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
467	RNU48-4373383A	-0.137	Undetermined	7.321	1.909	Undetermined
468	RNU48-4373383A	-0.137	Undetermined	7.321	1.909	Undetermined
469	hsa-miR-29b-1*-4395276A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
470	hsa-miR-29b-2*-4395277A	0.556	4.62	0.694	6.104	Undetermined
471	hsa-miR-105*-4395279A	1.561	2.485	1.385	3.743	2.164
472	hsa-miR-106a*-4395281A	2.254	4.043	Undetermined	Undetermined	Undetermined
473	hsa-miR-16-2*-4395282A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
474	hsa-let-7i*-4395283A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
475	hsa-miR-15b*-4395284A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
476	hsa-miR-27b*-4395285A	0.606	1.539	0.034	0.555	Undetermined
477	hsa-miR-335*-4395296A	Undetermined	Undetermined	Undetermined	Undetermined	4.871
478	hsa-miR-99b*-4395307A	-3.258	-4.366	-3.925	-1.36	-3.501
479	hsa-miR-124*-4395308A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
480	hsa-miR-541*-4395311A	6.301	Undetermined	3.978	Undetermined	6.173
481	hsa-miR-888*-4395324A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
482	hsa-miR-9*-4395342A	-6.622	-3.303	-7.44	-6.516	-5.252
483	hsa-miR-135a*-4395343A	-12.392	-12.739	-13.275	-12.691	-13.15
484	hsa-miR-411*-4395349A	-4.485	-4.802	-4.168	-3.903	-4.738
485	hsa-miR-340*-4395370A	-5.834	-5.646	-5.879	-5.506	-6.473
486	hsa-miR-545*-4395377A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
487	hsa-miR-183*-4395381A	-4.405	-5.559	-5.214	-5.033	-4.965
488	hsa-miR-192*-4395383A	-2.412	-2.326	-2.328	-2.289	-1.905
489	hsa-miR-200b*-4395385A	-3.472	-3.163	-2.583	-2.052	-2.85
490	hsa-miR-200c*-4395397A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
491	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
492	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
493	hsa-miR-155*-4395398A	0.088	2.308	3.455	2.017	5.402
494	hsa-miR-10a*-4395399A	Undetermined	2.1	Undetermined	Undetermined	3.014
495	hsa-miR-214*-4395404A	1.116	1.909	0.887	1.697	0.864
496	hsa-miR-218-2*-4395405A	-2.015	-1.35	-2.561	-2.635	-0.716
497	hsa-miR-22*-4395412A	1.06	1.093	-0.595	6.347	0.823
498	hsa-miR-425*-4395413A	-0.103	-1.341	-1.264	-1.18	-1.4
499	hsa-miR-30d*-4395416A	-4.691	-4.211	-4.993	-4.305	-4.486
500	hsa-let-7a*-4395418A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
501	hsa-miR-424*-4395420A	-0.038	4.175	0.189	3.435	-0.499
502	hsa-miR-18b*-4395421A	6.964	6.996	3.937	Undetermined	Undetermined
503	hsa-miR-20b*-4395422A	2.37	5.945	4.395	1.28	6.432
504	hsa-miR-431*-4395423A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
505	hsa-miR-7-2*-4395425A	-2.933	-3.812	-3.849	-3.994	-4.812
506	hsa-miR-10b*-4395426A	-5.465	-5.738	-6.222	-4.419	-5.076
507	hsa-miR-34a*-4395427A	-5.525	-6.409	-6.384	-5.817	-6.687
508	hsa-miR-181a-2*-4395428A	-5.777	-5.564	-5.561	-4.261	-5.707
509	hsa-miR-744*-4395436A	-1.002	-0.865	-0.715	1.269	-0.56
510	hsa-miR-452*-4395441A	-2.644	-2.626	-1.78	-2.522	-2.85
511	hsa-miR-181c*-4395444A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
512	hsa-miR-708*-4395453A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
513	hsa-miR-92b*-4395454A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
514	hsa-miR-551b*-4395457A	-4.956	-5.124	-4.916	-4.508	-3.428
515	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
516	RNU44-4373384A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
517	hsa-miR-202*-4395473A	Undetermined	4.91	Undetermined	Undetermined	Undetermined
518	hsa-miR-193b*-4395477A	5.404	Undetermined	7.264	Undetermined	Undetermined
519	hsa-miR-497*-4395479A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
520	hsa-miR-518e*-4395482A	Undetermined	4.002	Undetermined	1.446	4.844
521	hsa-miR-125b-1*-4395489A	1.373	1.855	-0.112	3.036	3.232
522	hsa-miR-194*-4395490A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
523	hsa-miR-106b*-4395491A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
524	hsa-miR-302a*-4395492A	-2.133	-1.922	-2.403	-1.864	-1.802
525	hsa-miR-526b*-4395494A	-4.935	-4.82	-5.517	-4.612	-5.43
526	hsa-miR-518f*-4395498A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
527	hsa-miR-374b*-4395502A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
528	hsa-let-7b*-4395515A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
529	hsa-let-7e*-4395518A	2.413	4.354	3.292	Undetermined	3.071
530	hsa-let-7f-1*-4395528A	6.985	4.652	5.063	2.933	5.212
531	hsa-let-7f-2*-4395529A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
532	hsa-miR-15a*-4395530A	-1.063	-2.007	-1.773	-1.763	-1.441
533	hsa-miR-16-1*-4395531A	-0.056	-0.1	-1.186	0.547	-1.632
534	hsa-miR-17*-4395532A	3.478	4.329	Undetermined	6.534	Undetermined
535	hsa-miR-18a*-4395534A	1.075	Undetermined	Undetermined	Undetermined	Undetermined
536	hsa-miR-19a*-4395535A	-0.237	1.428	2.543	3.169	Undetermined
537	hsa-miR-19b-1*-4395536A	1.977	2.159	2.135	2.021	1.483
538	hsa-miR-19b-2*-4395537A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
539	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
540	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
541	hsa-miR-625*-4395543A	2.97	-0.096	2.647	0.418	4.901
542	hsa-miR-20a*-4395548A	-0.495	0.808	-0.559	1.729	2.36
543	hsa-miR-21*-4395549A	Undetermined	Undetermined	6.49	Undetermined	Undetermined
544	hsa-miR-23a*-4395550A	-1.25	-0.553	0.522	3.998	5.458
545	hsa-miR-24-1*-4395551A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
546	hsa-miR-25*-4395553A	-0.284	-0.456	-1.526	-0.282	-1.029
547	hsa-miR-26a-1*-4395554A	1.783	3.398	1.744	1.773	2.332
548	hsa-miR-26b*-4395555A	3.727	1.716	2.547	7.382	7.187
549	hsa-miR-27a*-4395556A	-4.665	-5.375	-5.067	-4.255	-5.326
550	hsa-miR-29a*-4395558A	-1.58	0.575	-4.042	0.599	-1.536
551	hsa-miR-944-4395300A	-2.255	-1.924	-2.379	-1.496	-3.421
552	hsa-miR-943-4395299A	-1.615	-1.043	-2.216	-1.341	-2.032
553	hsa-miR-942-4395298A	-4.559	-5.547	-5.88	-4.134	-5.313
554	hsa-miR-941-4395294A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
555	hsa-miR-939-4395293A	Undetermined	Undetermined	5.822	Undetermined	Undetermined
556	hsa-miR-938-4395292A	-1.48	0.56	3.828	5.561	6.015
557	hsa-miR-937-4395291A	Undetermined	4.941	3.814	6.113	3.136
558	hsa-miR-936-4395290A	-2.842	-3.52	-3.685	-3.051	-4.347
559	hsa-miR-892b-4395325A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
560	hsa-miR-877-4395402A	-6.62	-8.136	-7.428	-8.07	-8.139
561	hsa-miR-875-5p-4395314A	6.8	7.151	5.746	3.88	Undetermined
562	hsa-miR-770-5p-4395189A	1.119	3.703	-6.772	1.279	3.206
563	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
564	RNU24-4373379A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
565	hsa-miR-760-4395439A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
566	hsa-miR-661-4381009A	6.445	7.145	Undetermined	Undetermined	4.703
567	hsa-miR-659-4380924A	Undetermined	Undetermined	Undetermined	6.844	Undetermined
568	hsa-miR-643-4380997A	Undetermined	Undetermined	3.474	6.518	Undetermined
569	hsa-miR-638-4380986A	-3.512	-2.069	-4.974	-3.474	-4.963
570	hsa-miR-632-4380977A	-2.373	-3.353	-3.077	-4.215	-3.805
571	hsa-miR-630-4380970A	5.976	-0.959	0.195	-1.069	0.477
572	hsa-miR-619-4380998A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
573	hsa-miR-617-4380994A	-0.139	0.552	-0.562	-0.168	-0.682
574	hsa-miR-612-4380983A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
575	hsa-miR-610-4380980A	-4.67	-5.916	-5.204	-7.014	-6.415
576	hsa-miR-603-4380972A	Undetermined	Undetermined	Undetermined	Undetermined	0.312
577	hsa-miR-601-4380965A	-8.049	-8.194	-9.479	-8.105	-8.236
578	hsa-miR-595-4395178A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
579	hsa-miR-593-4395522A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
580	hsa-miR-592-4380956A	1.61	6.11	2.05	3.253	4.145
581	hsa-miR-587-4380950A	-3.041	-1.557	-3.83	2.418	-2.29
582	hsa-miR-586-4380949A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
583	hsa-miR-585-4381027A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
584	hsa-miR-583-4381025A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
585	hsa-miR-575-4381020A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
586	hsa-miR-573-4381018A	-9.808	-6.239	-10.365	-5.259	-4.813
587	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
588	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
589	RNU6B-43733815A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
590	RNU6B-43733816A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
591	hsa-miR-569-4380946A	-3.137	-2.627	-4.527	-3.638	-4.341
592	hsa-miR-567-4380944A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
593	hsa-miR-565-4380942A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
594	hsa-miR-564-4380941A	-4.763	-4.62	-4.873	-5.543	-5.19
595	hsa-miR-563-4380940A	-0.104	1.497	5.033	-1.343	-2.39
596	hsa-miR-558-4380936A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
597	hsa-miR-557-4380935A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
598	hsa-miR-555-4380933A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
599	hsa-miR-554-4380932A	1.572	2.388	-1.163	3.476	1.848
600	hsa-miR-553-4380931A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
601	hsa-miR-552-4380930A	Undetermined	Undetermined	5.62	Undetermined	Undetermined
602	hsa-miR-551a-4380929A	Undetermined	Undetermined	5.557	Undetermined	Undetermined
603	hsa-miR-550-4395521A	0.117	1.327	-0.255	1.795	0.386
604	hsa-miR-549-4380921A	0.415	Undetermined	5.611	Undetermined	Undetermined
605	hsa-miR-543-4395487A	Undetermined	Undetermined	5.109	Undetermined	Undetermined
606	hsa-miR-520h-4373258A	0.019	0.866	-1.438	1.939	0.33
607	hsa-miR-520c-3p-4395511A	-0.929	-1.156	-2.087	-0.555	0.171
608	hsa-miR-516a-3p-4373183A	0.025	-0.091	-0.002	-0.53	-0.357
609	hsa-miR-513-3p-4395202A	-19.019	-20.363	-20.695	-19.454	-19.584
610	hsa-miR-509-3p-4395347A	-3.282	-2.999	-2.439	-4.333	-3.409
611	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
612	RNU43-4373375A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
613	RNU6B-43733817A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
614	RNU6B-43733818A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
615	ath-miR159a-4373390A	-12.938	-11.928	-13.297	-12.502	-11.483
616	hsa-miR-498-4373223A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
617	hsa-miR-378-4395354A	4.729	6.093	7.304	5.321	Undetermined
618	hsa-miR-337-3p-4395268A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
619	hsa-miR-30e-4395334A	1.086	-1.818	0.988	2.253	2.588
620	hsa-miR-30a-4373061A	-9.306	-11.518	-9.945	-9.254	Undetermined
621	hsa-miR-206-4373092A	-10.935	-6.043	-5.808	-6.948	-6.225
622	hsa-miR-190b-4395374A	Undetermined	Undetermined	5.917	Undetermined	Undetermined
623	hsa-miR-188-5p-4395431A	-7.39	-7.34	-8.308	-8.831	-7.481
624	hsa-miR-151-3p-4395365A	Undetermined	Undetermined	6.167	5.254	Undetermined
625	hsa-miR-935-4395289A	Undetermined	Undetermined	3.215	Undetermined	Undetermined
626	hsa-miR-934-4395288A	4.595	Undetermined	Undetermined	Undetermined	Undetermined
627	hsa-miR-933-4395287A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
628	hsa-miR-924-4395265A	-0.339	-2.847	-0.992	2.549	2.871
629	hsa-miR-923-4395264A	-7.625	-7.008	-7.844	-7.77	-6.976
630	hsa-miR-922-4395263A	-2.135	-0.855	-2.05	-1.298	-2.203
631	hsa-miR-921-4395262A	1.599	-0.686	1.459	4.011	5.69
632	hsa-miR-920-4395261A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
633	hsa-miR-801-4395183A	-3.902	-2.586	-2.118	-0.085	1.81
634	hsa-miR-769-5p-4395186A	0.851	0.312	0.728	0.476	0.782
635	hsa-miR-769-3p-4395190A	Undetermined	5.775	Undetermined	Undetermined	Undetermined
636	hsa-miR-768-3p-4395188A	-3.461	-3.247	-4.692	-3.882	-3.664
637	hsa-miR-767-5p-4395182A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
638	hsa-miR-767-3p-4395184A	5.926	Undetermined	Undetermined	Undetermined	Undetermined
639	hsa-miR-766-4395177A	-6.041	-6.019	-6.511	-6.301	-6.255
640	hsa-miR-7-4378130A	Undetermined	Undetermined	2.026	1.363	5.006
641	hsa-miR-675-4395192A	Undetermined	Undetermined	3.879	Undetermined	Undetermined
642	hsa-miR-668-4395181A	-3.501	-4.24	-4.699	-3.694	-3.767
643	hsa-miR-662-4381010A	-5.429	-5.286	-6.782	-5.254	-6.372
644	hsa-miR-658-4380923A	Undetermined	Undetermined	6.96	Undetermined	5.141
645	hsa-miR-657-4380922A	-3.397	-3.796	-4.25	-2.62	-2.279
646	hsa-miR-656-4380920A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
647	hsa-miR-650-4381006A	-1.655	-0.624	-1.094	-0.692	-0.246
648	hsa-miR-649-4381005A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
649	hsa-miR-935-4395289A	Undetermined	Undetermined	3.215	Undetermined	Undetermined
650	hsa-miR-934-4395288A	4.595	Undetermined	Undetermined	Undetermined	Undetermined
651	hsa-miR-933-4395287A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
652	hsa-miR-924-4395265A	-0.339	-2.847	-0.992	2.549	2.871
653	hsa-miR-923-4395264A	-7.625	-7.008	-7.844	-7.77	-6.976
654	hsa-miR-922-4395263A	-2.135	-0.855	-2.05	-1.298	-2.203
655	hsa-miR-921-4395262A	1.599	-0.686	1.459	4.011	5.69
656	hsa-miR-920-4395261A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
657	hsa-miR-801-4395183A	-3.902	-2.586	-2.118	-0.085	1.81
658	hsa-miR-769-5p-4395186A	0.851	0.312	0.728	0.476	0.782
659	hsa-miR-769-3p-4395190A	Undetermined	5.775	Undetermined	Undetermined	Undetermined
660	hsa-miR-768-3p-4395188A	-3.461	-3.247	-4.692	-3.882	-3.664
661	hsa-miR-767-5p-4395182A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
662	hsa-miR-767-3p-4395184A	5.926	Undetermined	Undetermined	Undetermined	Undetermined
663	hsa-miR-766-4395177A	-6.041	-6.019	-6.511	-6.301	-6.255
664	hsa-miR-7-4378130A	Undetermined	Undetermined	2.026	1.363	5.006
